Term (N-Gramm);S;tf;df;idf;tf-idf*;tf/S;df/S;(tf*df)/S^2
counter;3004;297;40;1,87563993700417;557,065061290238;0,0988681757656458055925432756;0,013315579227696404793608522;0,0013164870275052703807262753
couple;3004;2731;506;0,773549411492332;2112,56344278556;0,9091211717709720372836218375;0,1684420772303595206391478029;0,1531342586272010156010361684
cover;3004;2517;340;0,946221011289876;2381,63828541662;0,837882822902796271637816245;0,1131824234354194407456724368;0,0948336084510488456580750743
create;3004;697;189;1,20123812415889;837,262972538744;0,2320239680426098535286284953;0,0629161118508655126498002663;0,0145980459254504867899170392
criterion;3004;141;28;2,03054189698991;286,306407475578;0,0469374167776298268974700399;0,0093209054593874833555259654;0,0004374992242921555103625703
crop;3004;238;21;2,15548063359821;513,004390796374;0,0792276964047936085219707057;0,006990679094540612516644474;0,0005538554009656011248207007
cross;3004;308;90;1,52345741889281;469,224885018984;0,1025299600532623169107856192;0,0299600532623169107856191744;0,0030718030641789642216946424
crystal;3004;520;89;1,52830992168722;794,721159277353;0,1731025299600532623169107856;0,0296271637816245006657789614;0,0051285370061400600353545472
cure;3004;41;10;2,47769992833213;101,585697061617;0,013648468708388814913448735;0,0033288948069241011984021305;0,0000454343166058216208836509
curvature;3004;474;82;1,56388607594841;741,281999999548;0,1577896138482023968042609854;0,02729693741677762982689747;0,0043071732142318896597701068
curve;3004;446;90;1,52345741889281;679,462008826191;0,14846870838881491344873502;0,0299600532623169107856191744;0,0044481304111162923469993848
cycle;3004;271;43;1,84423147275254;499,786729115939;0,0902130492676431424766977364;0,0143142476697736351531291611;0,0012913319302625349955053271
cylinder;3004;885;69;1,63885083759488;1450,38299127146;0,2946071904127829560585885486;0,0229693741677762982689747004;0,0067669427891085299494149833
cylindrical;3004;647;114;1,42079507699566;919,254414816191;0,2153794940079893475366178429;0,0379494007989347536617842876;0,0081735227419809539344788396
dark;3004;214;48;1,79645869095654;384,4421598647;0,0712383488681757656458055925;0,0159786950732356857523302264;0,0011382958540853650968703956
data;3004;15973;867;0,53968083085592;8620,32191126162;5,317243675099866844207723036;0,2886151797603195739014647137;1,5346372391183703574993661359
database;3004;196;41;1,86491607161239;365,523550036029;0,0652463382157123834886817577;0,013648468708388814913448735;0,0008905126054741037693195579
decide;3004;282;49;1,78750384830362;504,07608522162;0,0938748335552596537949400799;0,0163115845539280958721704394;0,001531247285022544286268996
decision;3004;249;30;2,00057867361247;498,144089729505;0,0828894806924101198402130493;0,0099866844207723035952063915;0,0008277910854767988000021277
decode;3004;463;35;1,93363188398185;895,271562283599;0,1541278295605858854860186418;0,0116511318242343541944074567;0,0017957636599935106498038124
decrease;3004;349;119;1,4021529669396;489,35138546192;0,1161784287616511318242343542;0,0396138482023968042609853529;0,0046022746413570188705339175
defect;3004;271;21;2,15548063359821;584,135251705115;0,0902130492676431424766977364;0,006990679094540612516644474;0,0006306504775700752303630667
define;3004;2877;571;0,721063820086283;2074,50061038824;0,9577230359520639147802929427;0,1900798934753661784287616511;0,1820438926526726016443233257
degree;3004;1309;271;1,04473063745772;1367,55240443216;0,4357523302263648468708388815;0,0902130492676431424766977364;0,039310546435201356025964493
delay;3004;209;45;1,82448741455679;381,317869642368;0,0695739014647137150466045273;0,0149800266311584553928095872;0,001042218896775005718074968
denote;3004;170;17;2,24725100695386;382,032671182156;0,0565912117177097203728362184;0,0056591211717709720372836218;0,0003202565243678645959847589
dental;3004;18;7;2,63260188831787;47,3868339897217;0,0059920106524633821571238349;0,0023302263648468708388814913;0,0000139627412008134737349756
depth;3004;498;102;1,46909975657021;731,611678771966;0,1657789613848202396804260985;0,033954727030625832223701731;0,0056289793812422318400144681
derive;3004;323;78;1,58560532564165;512,150520182253;0,1075233022636484687083888149;0,0259653794940079893475366178;0,0027918833477245607720553687
describe;3004;469;123;1,38779481689273;650,875769122692;0,1561251664447403462050599201;0,0409454061251664447403462051;0,0063926083464391020583296838
design;3004;197;81;1,56921490945348;309,135337162336;0,0655792276964047936085219707;0,026964047936085219707057257;0,0017682814392173063522937016
designate;3004;695;121;1,39491455801568;969,465617820898;0,2313581890812250332889480692;0,040279627163781624500665779;0,0093190215974794370931966433
desire;3004;616;181;1,22002135346295;751,533153733175;0,2050599201065246338215712383;0,0602529960053262316910785619;0,012355474547030944980594006
destination;3004;246;36;1,92139742756484;472,663767180951;0,0818908122503328894806924101;0,0119840213049267643142476698;0,0009813812386857470110868598
detachable;3004;177;40;1,87563993700417;331,988268849738;0,0589214380825565912117177097;0,013315579227696404793608522;0,0007845730769980904289176792
detachably;3004;229;84;1,55342064227025;355,733327079887;0,0762316910785619174434087883;0,0279627163781624500665778961;0,0021316451566575236568729488
detect;3004;6518;801;0,574067412247893;3741,77139303177;2,1697736351531291611185086551;0,2666444740346205059920106525;0,5785581497195926957576316354
detection;3004;4167;464;0,81118194777725;3380,1951763878;1,3871504660452729693741677763;0,1544607190412782956058588549;0,2142602584037971563880205886
detector;3004;2414;216;1,1432461771812;2759,79627171542;0,8035952063914780292942743009;0,0719041278295605858854860186;0,0577818124435949581649677926
determination;3004;882;177;1,22972666197032;1084,61891585783;0,2936085219707057256990679095;0,0589214380825565912117177097;0,0172998363478078939576348269
determine;3004;7292;887;0,529776308500404;3863,12884158495;2,4274300932090545938748335553;0,2952729693741677762982689747;0,7167544915700504077120430638
deviation;3004;140;36;1,92139742756484;268,995639859078;0,0466045272969374167776298269;0,0119840213049267643142476698;0,0005585096480325389493990259
device;3004;22448;1588;0,276849430241053;6214,71601005116;7,47270306258322237017310253;0,5286284953395472703062583222;3,950283776092595580504289886
diameter;3004;406;110;1,43630724317391;583,140740728606;0,135153129161118508655126498;0,0366178428761651131824234354;0,0049490160478438868016191461
diaphragm;3004;412;60;1,69954867794849;700,214055314777;0,1371504660452729693741677763;0,019973368841544607190412783;0,0027393568451119767518142698
difference;3004;1741;277;1,03522015926768;1802,31829728503;0,5795605858854860186418109188;0,0922103861517976031957390146;0,0534415054228627254206996087
differential;3004;183;28;2,03054189698991;371,589167149154;0,060918774966711051930758988;0,0093209054593874833555259654;0,0005678181421664145985556763
diffusion;3004;256;37;1,90949820426514;488,831540291875;0,0852197070572569906790945406;0,0123169107856191744340878828;0,0010496435290008351049022963
digital;3004;9298;831;0,55809890454802;5189,20361448749;3,0952063914780292942743009321;0,2766311584553928095872170439;0,8562305297331033101005140062
dimension;3004;402;85;1,54828100261784;622,408963052371;0,1338215712383488681757656458;0,0282956058588548601864181092;0,0037865624351729872819374434
dimensional;3004;637;123;1,38779481689273;884,025298360671;0,2120505992010652463382157124;0,0409454061251664447403462051;0,00868249790337251175086569
diode;3004;357;73;1,61437706821167;576,332613351568;0,1188415446071904127829560586;0,0243009320905459387483355526;0,0028879603050349201508507964
direct;3004;922;254;1,07286621171219;989,182647198642;0,3069241011984021304926764314;0,0845539280958721704394141145;0,0259516383836198871987815624
direction;3004;7850;901;0,522975137353068;4105,35482822158;2,6131824234354194407456724368;0,2999334221038615179760319574;0,7837807468426474421144643361
discharge;3004;151;23;2,11597209231454;319,511785939495;0,0502663115845539280958721704;0,0076564580559254327563249001;0,0003848619062732158276315113
discrete;3004;234;37;1,90949820426514;446,822579798042;0,0778961384820239680426098535;0,0123169107856191744340878828;0,0009594397882273258380747552
disparity;3004;106;8;2,57460994134019;272,90865378206;0,0352862849533954727030625832;0,0026631158455392809587217044;0,0000939714645896017914861853
displacement;3004;660;83;1,55862183595606;1028,690411731;0,2197070572569906790945406125;0,0276298268974700399467376831;0,0060704679601631912000156028
display;3004;12164;855;0,545733813603958;6638,30610867855;4,0492676431424766977363515313;0,2846205059920106524633821571;1,1525046054882881413330827428
dispose;3004;3286;617;0,687414764298889;2258,84491548615;1,0938748335552596537949400799;0,2053928095872170439414114514;0,2246740254006641832195332987
distal;3004;402;60;1,69954867794849;683,218568535292;0,1338215712383488681757656458;0,019973368841544607190412783;0,0026728676012985792578381953
distance;3004;3363;537;0,747725642632575;2514,60133617335;1,1195073235685752330226364847;0,1787616511318242343541944075;0,2001249776152879161561770281
distortion;3004;504;61;1,69237009332136;852,954527033967;0,1677762982689747003994673768;0,020306258322237017310252996;0,0034069088529984875913340579
distribution;3004;653;91;1,51865853601104;991,684024015207;0,2173768308921438082556591212;0,0302929427430093209054593875;0,0065849838918725321409004594
divide;3004;616;167;1,25498345718455;773,069809625681;0,2050599201065246338215712383;0,0555925432756324900133155792;0,0113998024826197116671778951
document;3004;497;28;2,03054189698991;1009,17932280399;0,1654460719041278295605858855;0,0093209054593874833555259654;0,0015421071948453992102850881
dome;3004;195;21;2,15548063359821;420,318723551651;0,0649134487350199733688415446;0,006990679094540612516644474;0,0004537890890264378963867085
door;3004;240;12;2,39851868228451;575,644483748281;0,0798934753661784287616511318;0,0039946737683089214380825566;0,0003191483703043079710851577
drain;3004;210;40;1,87563993700417;393,884386770875;0,0699067909454061251664447403;0,013315579227696404793608522;0,0009308494133875649156650431
drive;3004;3123;395;0,881102832705671;2751,68414653981;1,0396138482023968042609853529;0,1314913448735019973368841545;0,1367002230492499126774597917
driver;3004;619;92;1,51391210098658;937,11159051069;0,2060585885486018641810918775;0,0306258322237017310252996005;0,006310715761142267478249152
driving;3004;3107;365;0,915407063875656;2844,16974746166;1,0342876165113182423435419441;0,121504660452729693741677763;0,1256707656546708250517286317
duration;3004;200;35;1,93363188398185;386,726376796371;0,0665778961384820239680426099;0,0116511318242343541944074567;0,0007757078444896374297208693
dynamic;3004;315;59;1,70684791668999;537,657093757346;0,1048601864181091877496671105;0,0196404793608521970705725699;0,002059504327119987375908908
edge;3004;1254;229;1,11786444599224;1401,80201527427;0,4174434087882822902796271638;0,0762316910785619174434087883;0,0318224169815301745918890215
edit;3004;100;22;2,13527724750992;213,527724750992;0,0332889480692410119840213049;0,0073235685752330226364846871;0,0002437938939824574779122732
elastic;3004;598;96;1,49542869529256;894,266359784952;0,1990679094540612516644474035;0,0319573901464713715046604527;0,0063616908480658722236308092
electric;3004;1144;202;1,17234855888551;1341,16675136502;0,3808255659121171770972037284;0,067243675099866844207723036;0,0256081106239173334799051775
electrode;3004;1535;102;1,46909975657021;2255,06812633528;0,5109853528628495339547270306;0,033954727030625832223701731;0,0173503681731060760530566435
electronics;3004;238;32;1,97254995001222;469,466888102909;0,0792276964047936085219707057;0,0106524633821571238348868176;0,0008439701348047255235363058
element;3004;8807;617;0,687414764298889;6054,06182918032;2,9317576564580559254327563249;0,2053928095872170439414114514;0,6021619420887551617816280468
elongate;3004;317;86;1,54320147708856;489,194868237074;0,1055259653794940079893475366;0,0286284953395472703062583222;0,0030210496080680708012929055
embed;3004;151;53;1,75342405873134;264,767032868433;0,0502663115845539280958721704;0,0176431424766977363515312916;0,0008868556970643669071508738
emission;3004;1200;61;1,69237009332136;2030,84411198564;0,3994673768308921438082556591;0,020306258322237017310252996;0,0081116877452344942650810903
emit;3004;1658;233;1,11034400730611;1840,95036411353;0,5519307589880159786950732357;0,0775632490013315579227696405;0,0428095428908813991464554141
emitter;3004;129;15;2,30160866927645;296,907518336662;0,0429427430093209054593874834;0,0049933422103861517976031957;0,0002144278112982069180728403
enable;3004;901;310;0,986338234497858;888,69074928257;0,2999334221038615179760319574;0,1031957390146471371504660453;0,0309518511492000900707622859
enclose;3004;217;74;1,60846820860115;349,037601266451;0,0722370173102529960053262317;0,0246338215712383488681757656;0,0017794737952592282637796741
enclosure;3004;423;35;1,93363188398185;817,926286924325;0,1408122503328894806924101198;0,0116511318242343541944074567;0,0016406220910955831638596385
encode;3004;814;89;1,52830992168722;1244,0442762534;0,2709720372836218375499334221;0,0296271637816245006657789614;0,0080281329288423247476511566
encoder;3004;466;40;1,87563993700417;874,048210643942;0,155126498002663115845539281;0,013315579227696404793608522;0,0020655991744695488128567148
endoscope;3004;132;18;2,22242742322882;293,360419866205;0,0439414114513981358189081225;0,0059920106524633821571238349;0,0002632974055010540761452551
energy;3004;457;75;1,60263866494043;732,405869877777;0,1521304926764314247669773635;0,0249667110519307589880159787;0,0037981980528403318433832564
engage;3004;1427;299;1,0020287400077;1429,89501199099;0,4750332889480692410119840213;0,0995339547270306258322237017;0,047281941875989581578756066
engagement;3004;328;80;1,57460994134019;516,472060759581;0,1091877496671105193075898802;0,0266311584553928095872170439;0,0029077962627725837365536586
engine;3004;96;26;2,06272658036131;198,021751714686;0,0319573901464713715046604527;0,0086551264980026631158455393;0,00027659525426373357494047
enhance;3004;232;86;1,54320147708856;358,022742684547;0,0772303595206391478029294274;0,0286284953395472703062583222;0,0022109889876081779996843977
enlarge;3004;277;56;1,72951190132593;479,074796667283;0,0922103861517976031957390146;0,0186418109187749667110519308;0,0017189685833890365442614463
enter;3004;403;142;1,32541158394907;534,140868331477;0,1341544607190412782956058589;0,047270306258322237017310253;0,0063415224441091416504580666
entry;3004;139;29;2,01530193043317;280,126968330211;0,0462716378162450066577896138;0,0096537949400798934753661784;0,0004466969030196754970292606
environment;3004;460;79;1,58007283704169;726,833505039177;0,1531291611185086551264980027;0,0262982689747003994673768309;0,0040270318669647748851509129
equation;3004;239;66;1,65815599279026;396,299282276873;0,0795605858854860186418109188;0,0219707057256990679094540613;0,0017480022198542201166309989
equip;3004;156;61;1,69237009332136;264,009734558133;0,0519307589880159786950732357;0,020306258322237017310252996;0,0010545194068804842544605417
equipment;3004;298;58;1,71427193476919;510,85303656122;0,0992010652463382157123834887;0,0193075898801597869507323569;0,0019153334834512704764707864
error;3004;484;83;1,55862183595606;754,372968602731;0,1611185086551264980026631158;0,0276298268974700399467376831;0,0044516765041196735466781087
estimate;3004;874;130;1,36375657602529;1191,92324744611;0,2909454061251664447403462051;0,0432756324900133155792276964;0,0125908464701303721092693098
estimation;3004;209;55;1,73733723883789;363,103482917118;0,0695739014647137150466045273;0,0183089214380825565912117177;0,0012738230960583403220916275
evaluate;3004;264;67;1,6516251256313;436,029033166664;0,087882822902796271637816245;0,0223035952063914780292942743;0,0019601029076189581224146766
evaluation;3004;508;63;1,67835937887855;852,606564470303;0,169107856191744340878828229;0,0209720372836218375499334221;0,0035465362650066223286838144
event;3004;1255;89;1,52830992168722;1918,02895171746;0,4177762982689747003994673768;0,0296271637816245006657789614;0,0123775268128957218160960708
exceed;3004;320;100;1,47769992833213;472,863977066282;0,1065246338215712383488681758;0,0332889480692410119840213049;0,0035460930033811996787239739
executable;3004;201;78;1,58560532564165;318,706670453972;0,0669107856191744340878828229;0,0259653794940079893475366178;0,001737363940844076517594827
execute;3004;1347;396;0,880004742406618;1185,36638802171;0,4484021304926764314247669774;0,1318242343541944074567243675;0,0591102675349866400946097613
execution;3004;165;70;1,63260188831787;269,379311572449;0,0549267643142476697736351531;0,0233022636484687083888149134;0,0012799179434079017590394343
exit;3004;193;48;1,79645869095654;346,716527354613;0,0642476697736351531291611185;0,0159786950732356857523302264;0,0010265939244788573069905904
expose;3004;544;163;1,26551232392817;688,438704216926;0,1810918774966711051930758988;0,054260985352862849533954727;0,0098262237123693043097441317
exposure;3004;2799;235;1,10663206606039;3097,46315290304;0,9317576564580559254327563249;0,0782290279627163781624500666;0,072890495761532337708621084
expression;3004;281;41;1,86491607161239;524,041416123083;0,0935419440745672436750998668;0,013648468708388814913448735;0,0012767042966235875468305907
extend;3004;2208;552;0,735760850602932;1624,55995813127;0,7350199733688415446071904128;0,1837549933422103861517976032;0,1350635903127831333632387177
extension;3004;280;58;1,71427193476919;479,996141735374;0,0932090545938748335552596538;0,0193075898801597869507323569;0,0017996421992159588369524168
exterior;3004;344;70;1,63260188831787;561,615049581349;0,1145139813581890812250332889;0,0233022636484687083888149134;0,0026684349850443527582397904
external;3004;1554;290;1,01530193043317;1577,77919989315;0,5173102529960053262316910786;0,0965379494007989347536617843;0,0499400710282428577254295648
extract;3004;1051;164;1,26285608028443;1327,26174037894;0,3498668442077230359520639148;0,0545938748335552596537949401;0,0191005867010874094194868449
extraction;3004;177;44;1,83424725184594;324,661763576732;0,0589214380825565912117177097;0,0146471371504660452729693742;0,0008630303846978994718094471
eyepiece;3004;284;27;2,04633616417314;581,159470625173;0,094540612516644474034620506;0,0089880159786950732356857523;0,0008497325359352199730142322
face;3004;3891;407;0,868105519106911;3377,79857484499;1,2952729693741677762982689747;0,1354860186418109187749667111;0,1754913776748622786129811827
facial;3004;250;26;2,06272658036131;515,681645090328;0,0832223701731025299600532623;0,0086551264980026631158455393;0,0007203001413118061847408072
factor;3004;695;92;1,51391210098658;1052,16891018567;0,2313581890812250332889480692;0,0306258322237017310252996005;0,0070855370823810596080503403
fasten;3004;216;49;1,78750384830362;386,100831233581;0,0719041278295605858854860186;0,0163115845539280958721704394;0,0011728702608683317937379544
fastener;3004;135;36;1,92139742756484;259,388652721254;0,0449400798934753661784287617;0,0119840213049267643142476698;0,0005385628748885197012062035
feature;3004;1371;148;1,30743821293717;1792,49778993686;0,4563914780292942743009320905;0,0492676431424766977363515313;0,022485332472814764512828878
feed;3004;390;50;1,77872992399611;693,704670358484;0,1298268974700399467376830892;0,0166444740346205059920106525;0,0021609004239354185542224216
feedback;3004;178;28;2,03054189698991;361,436457664204;0,0592543275632490013315579228;0,0093209054593874833555259654;0,0005523039852766218499612589
field;3004;3272;401;0,874555555711948;2861,5457782895;1,0892143808255659121171770972;0,1334886817576564580559254328;0,1453977918478867945269600586
file;3004;1128;95;1,49997632304328;1691,97329239282;0,3754993342210386151797603196;0,0316245006657789613848202397;0,0118749789450727924241269076
film;3004;1253;140;1,33157189265389;1668,45958149533;0,4171105193075898801597869507;0,0466045272969374167776298269;0,0194392385829103139888049844
filter;3004;3041;329;0,960504030382156;2920,89275639214;1,0123169107856191744340878828;0,1095206391478029294274300932;0,1108695950893704089177146849
finder;3004;451;59;1,70684791668999;769,788410427184;0,1501331557922769640479360852;0,0196404793608521970705725699;0,0029486871477178231953489444
finger;3004;201;37;1,90949820426514;383,809139057292;0,0669107856191744340878828229;0,0123169107856191744340878828;0,0008241341770670619378334436
fitting;3004;247;47;1,80560207039641;445,983711387914;0,0822237017310252996005326232;0,0156458055925432756324900133;0,0012864560523828858459470817
fixture;3004;103;18;2,22242742322882;228,910024592569;0,0342876165113182423435419441;0,0059920106524633821571238349;0,0002054517633833982563860702
flange;3004;369;61;1,69237009332136;624,484564435583;0,1228362183754993342210386152;0,020306258322237017310252996;0,0024943439816596069865124353
flash;3004;2248;157;1,2818002759229;2881,48702027467;0,7483355525965379494007989348;0,0522636484687083888149134487;0,0391107462575420965565663891
flat;3004;445;98;1,48647385263964;661,480864424638;0,1481358189081225033288948069;0,0326231691078561917443408788;0,0048326598711704411871610157
flexible;3004;542;99;1,48206473373458;803,279085684143;0,1804260985352862849533954727;0,0329560585885486018641810919;0,0059461330742321378862803435
float;3004;245;30;2,00057867361247;490,141775035055;0,0815579227696404793608521971;0,0099866844207723035952063915;0,0008144932367141193012069128
flow;3004;293;70;1,63260188831787;478,352353277137;0,0975366178428761651131824234;0,0233022636484687083888149134;0,002272823984354637669082147
fluid;3004;99;23;2,11597209231454;209,481237139139;0,0329560585885486018641810919;0,0076564580559254327563249001;0,0002523266802718434896392028
focal;3004;2948;302;0,99769298537498;2941,19892088544;0,9813581890812250332889480692;0,1005326231691078561917443409;0,0986585130168208921615387207
focus;3004;5093;378;0,900208128494905;4584,75999842455;1,6954061251664447403462050599;0,1258322237017310252996005326;0,2133367228072290651966929137
fold;3004;163;42;1,85445063793423;302,27545398328;0,054260985352862849533954727;0,0139813581890812250332889481;0,0007586422719108654062670102
foot;3004;113;24;2,09748868662052;237,016221588119;0,0376165113182423435419440746;0,0079893475366178428761651132;0,0003005313820365566727718568
force;3004;1065;210;1,15548063359821;1230,5868747821;0,3545272969374167776298268975;0,0699067909454061251664447403;0,0247838656314439158795817738
foreground;3004;100;16;2,27357994567621;227,357994567621;0,0332889480692410119840213049;0,0053262316910785619174434088;0,0001773046501690599839361987
form;3004;6722;1261;0,376984841759049;2534,09210630433;2,2376830892143808255659121172;0,4197736351531291611185086551;0,93932036468020446772257496
format;3004;639;113;1,42462148484871;910,333128818326;0,2127163781624500665778961385;0,0376165113182423435419440746;0,008001648046723321412550687
forward;3004;280;85;1,54828100261784;433,518680732995;0,0932090545938748335552596538;0,0282956058588548601864181092;0,0026374066712647672610509556
frame;3004;7823;447;0,827392405200194;6472,69078588112;2,6041944074567243675099866844;0,148801597869507323568575233;0,3875082889923954035542490173
freedom;3004;115;21;2,15548063359821;247,880272863794;0,0382822902796271637816245007;0,006990679094540612516644474;0,0002676192063489249132536999
frequency;3004;1296;148;1,30743821293717;1694,43992396658;0,4314247669773635153129161119;0,0492676431424766977363515313;0,0212552814622669108742714995
friction;3004;50;22;2,13527724750992;106,763862375496;0,0166444740346205059920106525;0,0073235685752330226364846871;0,0001218969469912287389561366
front;3004;1645;298;1,00348366425588;1650,73062770092;0,547603195739014647137150466;0,0992010652463382157123834887;0,0543228203496093092033524763
function;3004;2198;499;0,779599382708741;1713,55944319381;0,7316910785619174434087882823;0,1661118508655126498002663116;0,1215425593217033303132441255
fundus;3004;427;20;2,17666993266815;929,4380612493;0,142143808255659121171770972;0,006657789613848202396804261;0,0009463635702773576642594605
gain;3004;534;88;1,53321725618196;818,738014801168;0,1777629826897470039946737683;0,0292942743009320905459387483;0,0052074375754652917282061557
game;3004;346;29;2,01530193043317;697,294467929878;0,115179760319573901464713715;0,0096537949400798934753661784;0,0011119217873727174242598861
gaming;3004;69;6;2,69954867794849;186,268858778446;0,0229693741677762982689747004;0,0019973368841544607190412783;0,0000458775782312442708434914
gamma;3004;415;50;1,77872992399611;738,172918458387;0,1381491344873501997336884154;0,0166444740346205059920106525;0,0022994196818799966666725768
gate;3004;578;73;1,61437706821167;933,109945426348;0,1924101198402130492676431425;0,0243009320905459387483355526;0,0046757452557708231013774798
gaze;3004;28;5;2,77872992399611;77,8044378718911;0,0093209054593874833555259654;0,0016644474034620505992010652;0,0000155141568897927485944174
gear;3004;565;68;1,64519101562589;929,53292382863;0,1880825565912117177097203728;0,0226364846870838881491344874;0,0042575279121845528642679712
generate;3004;6195;905;0,521051349126927;3227,91310784132;2,0622503328894806924101198402;0,3012649800266311584553928096;0,6212838053478628583991872355
generation;3004;401;81;1,56921490945348;629,255178690846;0,1334886817576564580559254328;0,026964047936085219707057257;0,0035993952138382733363947936
generator;3004;363;73;1,61437706821167;586,018875760838;0,1208388814913448735019973369;0,0243009320905459387483355526;0,0029364974530187003214533308
geometric;3004;221;31;1,98633823449786;438,980749824027;0,0735685752330226364846870839;0,0103195739014647137150466045;0,0007591963489426437187168108
gesture;3004;139;13;2,36375657602529;328,562164067516;0,0462716378162450066577896138;0,0043275632490013315579227696;0,0002002434392846821193579444
gimbal;3004;97;9;2,52345741889281;244,775369632602;0,0322902796271637816245006658;0,0029960053262316910785619174;0,0000967418497484933537351884
glass;3004;402;82;1,56388607594841;628,682202531262;0,1338215712383488681757656458;0,02729693741677762982689747;0,0036529190551080583190455336
gradient;3004;81;27;2,04633616417314;165,753229298025;0,026964047936085219707057257;0,0089880159786950732356857523;0,0002423532936998338655427916
graphic;3004;146;39;1,88663532130563;275,448756910622;0,0486018641810918774966711052;0,0129826897470039946737683089;0,0006309829237891422178329471
green;3004;392;86;1,54320147708856;604,934979018717;0,1304926764314247669773635153;0,0286284953395472703062583222;0,0037358089790620938615357065
grid;3004;144;29;2,01530193043317;290,203477982377;0,0479360852197070572569906791;0,0096537949400798934753661784;0,0004627651369412465580734786
grip;3004;287;44;1,83424725184594;526,428961279786;0,0955392809587217043941411451;0,0146471371504660452729693742;0,0013993769514593059232164482
groove;3004;961;148;1,30743821293717;1256,44812263262;0,3199067909454061251664447403;0,0492676431424766977363515313;0,0157610536151531646220485425
ground;3004;346;74;1,60846820860115;556,530000175999;0,115179760319573901464713715;0,0246338215712383488681757656;0,0028373176643303823929390196
group;3004;4299;369;0,91067356217307;3914,98564378203;1,4310918774966711051930758988;0,1228362183754993342210386152;0,1757899143795844333609337572
guide;3004;1869;234;1,10848407092199;2071,7567285532;0,6221704394141145139813581891;0,0778961384820239680426098535;0,0484646747080235673341004715
half;3004;453;85;1,54828100261784;701,371294185881;0,1507989347536617842876165113;0,0282956058588548601864181092;0,0042669472217247841759145817
hand;3004;392;84;1,55342064227025;608,940891769938;0,1304926764314247669773635153;0,0279627163781624500665778961;0,0036489297004792544694069691
handheld;3004;351;63;1,67835937887855;589,104141986371;0,1168442077230359520639147803;0,0209720372836218375499334221;0,0024504610807427646404882261
handle;3004;273;43;1,84423147275254;503,475192061445;0,0908788282290279627163781625;0,0143142476697736351531291611;0,0013008620552091219696418978
hardware;3004;92;28;2,03054189698991;186,809854523072;0,0306258322237017310252996005;0,0093209054593874833555259654;0,0002854604867721865741372799
head;3004;1428;121;1,39491455801568;1991,93798884639;0,4753661784287616511318242344;0,040279627163781624500665779;0,0191475724333822103152299375
heat;3004;495;64;1,67151995434824;827,402377402381;0,1647802929427430093209054594;0,0213049267643142476697736352;0,0035106320733473876819367342
height;3004;522;124;1,3842782431699;722,593242934686;0,1737683089214380825565912117;0,0412782956058588548601864181;0,0071728596225893216501389182
held;3004;341;126;1,37732938321457;469,669319676168;0,1135153129161118508655126498;0,0419440745672436750998668442;0,0047612947494773945436266957
hinge;3004;283;46;1,81494209665056;513,628613352107;0,0942077230359520639147802929;0,0153129161118508655126498003;0,0014425949599380142943008966
histogram;3004;326;37;1,90949820426514;622,496414590434;0,1085219707057256990679094541;0,0123169107856191744340878828;0,0013366554314620009538990179
hold;3004;1549;248;1,08324824750591;1677,95153538666;0,5156458055925432756324900133;0,0825565912117177097203728362;0,0425699599823404568431616256
holder;3004;1738;148;1,30743821293717;2272,32761408481;0,5785619174434087882822902796;0,0492676431424766977363515313;0,0285043820844289283175029832
hole;3004;1660;250;1,07975991966009;1792,40146663575;0,5525965379494007989347536618;0,0832223701731025299600532623;0,0459883936375999333334515364
hollow;3004;308;75;1,60263866494043;493,612708801653;0,1025299600532623169107856192;0,0249667110519307589880159787;0,0025598358868158035180788687
hook;3004;189;34;1,94622101128988;367,835771133786;0,0629161118508655126498002663;0,0113182423435419440745672437;0,000712099801241487160483758
horizontal;3004;1283;221;1,13330765464702;1454,03372091213;0,4270972037283621837549933422;0,0735685752330226364846870839;0,0314209327643036093907634916
host;3004;127;25;2,07975991966009;264,129509796832;0,0422769640479360852197070573;0,0083222370173102529960053262;0,0003518389151792284056233943
house;3004;4314;386;0,891112623660376;3844,25985847086;1,4360852197070572569906790945;0,128495339547270306258322237;0,184530257925074600931558632
human;3004;213;58;1,71427193476919;365,139922105838;0,0709054593874833555259653795;0,0193075898801597869507323569;0,0013690135301178544009673742
icon;3004;171;32;1,97254995001222;337,30604145209;0,0569241011984021304926764314;0,0106524633821571238348868176;0,0006063819035781851450617995
identification;3004;581;85;1,54828100261784;899,551262520964;0,1934087882822902796271637816;0,0282956058588548601864181092;0,0054726188428743920666807328
identifier;3004;250;32;1,97254995001222;493,137487503056;0,0832223701731025299600532623;0,0106524633821571238348868176;0,0008865232508452999196809935
identify;3004;1769;253;1,07457940715631;1900,93097125952;0,5888814913448735019973368842;0,0842210386151797603195739015;0,0495962108223212370190832995
illuminate;3004;1000;165;1,26021598411822;1260,21598411822;0,3328894806924101198402130493;0,0549267643142476697736351531;0,0182845420486843108434204904
illumination;3004;1845;160;1,27357994567621;2349,7549997726;0,6141810918774966711051930759;0,0532623169107856191744340879;0,0327127079561915670362286592
illuminator;3004;40;6;2,69954867794849;107,981947117939;0,013315579227696404793608522;0,0019973368841544607190412783;0,0000265956975253589975904298
image;3004;63799;2241;0,12725807179707;8118,93772258124;21,23801597869507323568575233;0,7460053262316910785619174434;15,843673038700285992400722694
imager;3004;620;74;1,60846820860115;997,250289332716;0,2063914780292942743009320905;0,0246338215712383488681757656;0,0050842108435977950393704976
